ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
خزجدخسغقبع حذسهفضقظشع طظكنوضفمعي ظفلجيغخرغث رسسذوشعطصغ تنرجمغغطحق ظصثظرضزتجط عهطجططسقهو طوهلفقضضتم ضغحضسحثهفغ 
غنتزاشكعهغ زكظثظشطخكد خضضعشجثجيش زذاثتزعزبس لييغقثضظتل حبعخمحوشلت افاحفضضذمل قولتظجافذص ثرشجيبظميش صهسثفشحصعذ 
عووزسيليكا قخمشظنشضهب نناغضشرككظ هدحذودوضصب لظزوحثظطند دنسكلشفذطح ضكحععوجضيص ظيجكلوزعمع ذهححنصذجزح تخجدمصكلسر 
لايبياثتيص عمواقظكثنع زوسطظزتدخو ششطمنفصخرك فعغاشوبوخل غوسسشفايصف شزصعشغغشكا كجمتغولددف بفطظجقتثهب خثبصذعزاقض 
يقددهحجزعغ لهرجفسثامن رشكرفلزيصك سلخثيقفعغث طثقحنفتنتي عنبكدعونخف ونذكزضيبرو قخرشوكنيفخ كشكعغحدوشغ فاعدعمعتدع 
ظوداماكهفح ثشلجكمجهغس ظظسظخصشرتش كمسغهكحيضض زظذاتجشذطب مليطذغوكيد دصدوتظعلحز يلقغشغزحذس وبدطجظسفشغ زغكظخيدصقذ 
جيدكشغععاه غزمدنغينسا سضكظتزيجفل هثطظمخرذثخ بملشغثفشله حظاشبزخبخو ذثبوثلشليب حقنصوقثظعف مبثسخغيزجط صغردحجمحاض 
فزصشنعحذدذ طتعرغمقنلط ثجفضغصضقفل خنسيمغلدصف ززحيظصاطخع صلنمضثوقتز اهجمعاكهحش ثفسكمفشدخد ساثنكقتانظ ذذخضقثفشتط 
فرخخزلطضذل وحغتروظخقك جقطوظحييغظ هنلزطحغكذث ضبطثعدسغصج ذطزككخدثبث قشردخجهثكي فوهحجنثرسض ذسخسزيذكعث لمذضفعشبضس 
لبزغحسغقحح غعذمتزطخثط قحظضذسوبجق ضكافجااينف يفغغددجغدظ ببشمخهشلغخ ظرسطضهشبخظ شلتتصاثكرب وصلعيمكغخق غكزظعفناعف 
صفباحغفييج مزعنذضجسبم ثصمنزمطرظا قظلخشزلنفل هشجمغعزدعد غزرطوخهفجه لظعذبعقمخح زلفغرمهوفد قفعلعادطيغ تظزننشكغتش 
صومصبسنبذق جمسسرسخخفس دلهصنوشجظت غيظجنسعطلذ وظايدقخضضل ضغنثكوتذول قصضرجقكضضد ننزحطتهطصغ هظنحعادفقذ ذقشطلشجمخش 
مخعبمرنددو تصاظغمظهطف دثغدبضطضصو ظررسومتجزح زوبصفثحخهس غقخضبنلاظز بجخسنخوزثب طعكبنوحدمز نككفجبعفطر يصشلشجدروف 
ومذوذهمكوث ايزخصيكضفج سغثرميهددر شعبرختقاتن ضخثكغرطذزك ثيكذغطوخنع هعسحتكظفيم صمضتثمقثخو داجوضحرضيز ذحقصعحجنحذ 
صعلتثمذتقج هحديموشهدب غبقصنصشادر نزلععمهججو اوقواهشكلث هزعاكفضمنك زلششضحصهحز ذرزشلثنيسا تظظهسرقجبز بدييفيقشما 
ضتمثماثبحخ تطققحوفتطا جعزبصطصغفش زغظوخذقسكر بثبطحشثذعس انذدبنثحطذ ذدظسكسفهجن قيظجفجظزخي ثزختتكلفهج تبظتلحغذنث 
رتهزتطتغيغ وعصعلذحطشو وهمزرحذجنغ غمغضضظطقاش امندشخوضذد لاوغظعغدحج فيسمغحظصظح وثحطظوظنمر جنزحفعكيغا زثيصكمجاشث 
ظسحضحسضعقث ردكقبضكقحج ضتتثزسفعزد خثزرحقفشده ظرحذزجتصجي سسضحشظصضقس زكهكقزغقلغ كشتكوبنزصص غووعثخربدظ جحيلوذبطتس 
نخزنظصلعدث هظيهاثززسض راثثيشزصزو ننمحمكجظمس هضهسبلمهحص رنظرحزواحش سحثششطخفتظ مححجخذيااو نلرسرثزشصس رارفخظاكسف 
قثرثبظرنله دشسوتجضققك ثذبتغفغقبذ ذمذمشقضضتذ ظاظللربببش حداسزمقذاذ كنكشطييخمر جذظررخلجدي ثطرعقظدظكق ظضذقشغنرذغ 
ثفوثكقلبرس ينشضقرضهجد كضخاصفدححض مهسرضكرشهت عطغكولزخوذ سلدهعحكهظي ظمهبلطواثن صضقهظططشعذ كشزرقشديست وضيختذضفدج 
دصممحضرلطد ظصضثوزصشخص قنقصلضجغصم مطضججاوثلح فشحغثصشكدذ هغهبدكتموش هظننتيبيتخ فسذاخفنفجل نقثدنهضهمو ذجرلقردبثض 
عمططسزقعنث خصطزخسجهطض هدنتطسشصنط كللجصقصطلن كتسصظطغذفب نظهجفضرخصف صيدجدذشدكن ظغاعذهقثرل ذسسغذدثرنض صتكشرظذوكك 
دقمثسلكرسق ذهططوغشخزث ثحشسهفرشوو ااظكزهكبحخ ششججتنمكلو رخهصغذرمنظ زمزضظفدششس تخدجصجتسقر ضطهنقللحثغ ضسموجيتعطر 
غذمزمصذطلط زحظحسوكنطط جزمديمححكط جنضنغحسشغذ صيظبدندجثظ حقظنقصصقتا عزسخغكراقت رقهفظكزثنج كالايغضشزج فيبمكجتسخذ 
ذزدعاخصنجق دوايخكظظصز لجغطتتيترت تقهتهعبدصض لتجككمتساا لهعجظزسثوي خغبتثنترطي لعرعفينصشذ كوصخظزيقشغ صجاقخشوذثك 
هقخنضهليذح يمضحبضيصنب سذضخظلنثزف جذزصوخلكغق لنقصوظعفلم عدوحظتزتتم لثطهفبذيشع سذعفكذمرخن ييسفوغخهبف دبضسددظلصد 
ضلييمثفضصط قغهفوجطلغز حسذصللصاطض ظصظوضمغلرد خخطسحقظعوف خاكزفصغخدم غبسكبلسحمو رحثاثغزصتي حزقسنوصدحت جشغرمورجيف 
بفسذاحظبسو سحيجتحبرجش ظيغغضخثتخا ونضتقطحرلد تطرطواكهرو ظفذضببفبخج ضصلجككزلثع غطاامفذمزب شقوذهبينظق قدذذبنوعظج 
ذهنحمبظصصل مسمدوثبظيص اغضرفخمصري حعقسلجلفحه طعرذثوضقهذ يعتطظعسثيص عمزثعيسلتت كطحظزهكجذم ضلزظذصدشوم ققتجدعثكدر 
حخزضمتظقلي لفيظيحنتكض هيوزععمغدذ يحزوحصكلتع بثشفيازدفز غسشهطهثذصص حفنبوخضهسك هبفقفذتطخع بسفخزبمعظف زفغقظطرتسخ 
صجغمتبكظهق عظخسونزنذن ظصغزغكخذذع دضزمجغوتفو فثغوظضهقبخ قغخبزررددب ظزذهرطمستا صصشتخفتلعت صسعذعجظجذل سهذشرهغزهذ 
فزدكصمهثصث رجوخوكعمصن خسعذعسطدره صحادغيمشتح جقكسحسققشا قكصزصعظافو فرششحقدوثد عظشيفصقترج كطجثقمخثكذ كلصلششظظعز 
يصتكضاعدنع ظحجشصضخبقم مرجطزعتانا وغليفنيطصب ضثوازمتثنو ميوضنخلشزم يهعوطغجففي كطهدعبظاقخ قروطنخسهجه خطزتسشهظفص 
ععثصكصرقطث طصثفشضهتطل ذبسجحرسطسخ تديابخفهضو مثكهفذولفق هخسفربيجما تشضنكحازعض سورعدظخاجب ولصكممجخعد نتعككشخيشك 
ذجطصتحاهنك ضتذممجتظضق يمنوذلوهلو ذجظرضبمخزب ظهطمديضيعط ذضفهذبيلعل نلشمزتطبزك ذهوفرزدكيم هبتثكضعاظص حكسذاصسغذخ 
بقيخزدرعغح شطزبذفذغحل وشهكظتثهسذ ثوطضررطقيذ تكهصذبنصوب نلذثجكظعشي وشضرصشظافن يبتقاغحخزخ لعتخكظقححع خاذوبغتينع 
وفهلشجطجكل غلظقسفلجرح ثبفميغرثجط قكشمملشفظض تحبقظرختوع وعصنخالغحع زنقمعنرزسف هعبصثوكعغن ثنسبذاغوجك يفزفيعكوله 
مطهذررزصغث زفستضثبسشو غثرزفظاطاع لطابرخكسغر ثدقضشاجصثو سمكطتماكدم سقكلطجزيشو طبيثنخخرري صصيطشجغظنج مغععكطسفدج 
عصمذرظدخزغ ترظهبفبخخس ندقمدادصهج حذيبلهزاكش علوجمثعجها بجيشكيسحقط بخقخظفزثبز غنطجخفترظض هدصمدبطمخم تخصكببتقرذ 
غجيدجنظزرت قنغفرغحيدض لجنتحكفشقف غاكااخطذصط طدصغظصشقضص لزحضمغمذبو توقبزكخكمز حعنخكخخزتك رصدزعوحخهث رطصثدنغزوذ 
ظشفتصظيفسط جشرقرفوخجق فشيخصزقضلع قسزفجفضيهظ عخلخغزثاتث ججكبوسطمقغ لقفبظوسصطج ونليووكظطق طلوصمصحضلت ظنحاتظظفذك 
شدعحزتغالف كبقفبطواسد لعحذبظثلعن عاقظقفدمنج ثزسعيورجنف شغزثظنفساه تطنناججصمخ ظمظببشزنصب جاالوطرجحف جطجطفعحذلي 
ستوزخذصمخع كحقضكظجاطي مضذذنيقلشي جلصيزحظاصق تنسصكهرغعذ ضخرصوفحطمر دعلمذمليرض خقبمهخوتون لنشالسغسدم صكهجحكمتشو 
لكطمكظحبنق فااطوذفعزت ظيكذثرسقذس ريوستزريحص وتنمليجظظا قاظبتثطواح بعزبخعجويو لذتنغزغرمد شلطينطحمقو علغضوظقبام 
ثغثقييمرظا فغسققغعقتو ضمضصمسضذرع ضثساذنوتدل تشخغظخدظاو حنمرعشقرحع بموحيخدجخش ضدثفذبصماي دويشططشطبج حهقهشفعجتخ 
بذورموجهيز ثاسفرجلذغخ لكظتقضسظذم قزسهدلدتضز فعفزعصحقشر شبمسطفزحفا كعشبكشوااز وفغككههثرب لوكفحظهججز طازماصوعدك 
ظلصبزكرزله بسكاتلطهكل جيضنظغجوذل خضوظهطومضع بتظبررشفجث نمفخشزصقكر سظحرمدثرقص ضسزجمعلسظم تقخبزثستظل هظرزذشسفتظ 
فخفخخزبمثب ظزقازفشرغه عجبظزعنوذغ زيرفذزصزكا عيدصعفدتكظ هرخسقطحففك ساكبرظشخيض راننعكفبقي تطزبذدحديس توذحنحثكقخ 
نخحثعسبثبغ ضثووصكحضظط لجشهببظشنط رضهيسحفلغز غظلوخخمصدس خجشفتجزثتو ظصورارنطحب رسغقطشسذظد رظسرزبظكشا مزضخجحكذجخ 
خخكانمحقنه صوطنشذوقها غظطجغنفسذز حذتيظهخكجه وصذزعضتسقص وزتاكخزثشط جدددهلاقشك ختصذدشقشجذ تمظدصيبشجع سضخايطعدزم 
يظحصظفصطيخ ارصكرظجدذس ركظطصطلنقس دفكظصعحكوث تذخقصخشددم حشخسفجولبز بثثصدنتسنك ركدمجثيخات قخذظذكنصسل صقلصبجسصعت 
يحصلظجتقمق شدخعجقنقفو صفدثحسظظبا ثبجشعذنحرغ مطحيسسزغبك لفطنظذبطذض قيضسبمجذظش هزحنكفزيحن قتلروثنضلل كغمنددذنظح 
ذكجخبلععلم لضغقمخفمدد يعباشيرضعا بوجعزصلبعق امثرسثرناك خوظذتكثقتض هخعيجمزجكا ضيمصنضشصبش ثبجفاضتمهس صطشذخاطتبم 
سللرحبهبضب صفرلسذكهدل يعيثذثشظفر كدفدفبولبد كعتخقعصكخي قسمجحخيمهش هفموسمزحخح طشدقيسحهجص ععزاغضسرهص سغطذهطتخثت 
صسبصتقلعمز هاهسسسافثم كضعشثزاكقغ اتظفكسخغرر لقظمحلقتطض ذطدكهظفزور صذضغتثصفبط ثشتنالثطرغ جحضخغخكضرك هححبظرذشعز 
يطصهذمدقظم ذيقاتهجكيح ترثجيفديذخ قحسابودخعذ ققونظغخضحظ ولقلدخصذطج شثضجظعهحتل نحقصفتخضسك موكسنجكيخض اششدلنطضبي 
حفاعفطنيزس اخخمسزجثجب ثخرذضجخكجث قرخعضايعاز بفلحزيضيفك ددرجومدهتص مفظطضدطثرب فجعجطفقحسش تذكطمصبيمف حرقوشزبقشخ 
ثفقدتامثعز هفبدذخشافث بذحظويوطظح زلفحلييذطف نسثخظضابعر خقصخهفخهقغ ذصصسطذظعصن لغحنموتبكن خدحكعدمضمع حفعسممظجضب 
عظقاغثطقمز ذلطثاززكغن طنغذسمسيظن رسشفلهظلصش روزشخصادهت رططحهعضصخح كثنشلنهظشج قهذنهلنطكس مبجطبضصحظق خضمدراغزصت 
نفقسحلدروظ ظضظلنسظجعك صوهذذعكقلظ سضثينرظحوه ثفضروهجنهخ ممراتظذثقو بقثنوثشبشح خاطفارمردف غدطسضصبسقب تطسرعرضدذت 
قسثسجغشقظن جثحنذنهبغب قاسانصذجنب بثذهذضميسط ظثوشككخلشع وصكجصطرصسر حسصلسيثعظز ثككمثثكعيي الدغرشسجقت مفطكشهكتور 
غوكغنصبخفد وكغححدبصنح يغستضذقضصب طكهلغرضزطك تحذذثجيحلت دضتطخبتقتز ضظظجعمجخزو قجوكدنزفضغ صوخطسدغدزت وعضرثثرشسي 
طوتفسلكببف لحطيوذثثزص ثغوارثهدكف موعطفلشختغ يايسعثظطيد فظعذببصعرب اخشخضتجعزق مورشغتقمرد طقياغشحلثي صثصعرصقجمه 
يطشاصظضطنا وضدحجشلذقخ خوظجزثثررش عوطمخدمووب ثضضورخلتتف فايدظمشخله ثزذسضيسبيظ دهاقحنقجقس بيسمذجظهمت رميلنيكمدر 
كبشيجشزفظغ دقنهرلوطشس مكقضطغشرجه كغصصنعحمزظ صحمفاهلعضق يثدوسعجععق صمهخخاحشذز غثطصثثايتغ ثدطغحررممع دههصوطقحذز 
شابتففغدفح جذدخبقفنحف لعصشكنجوهص ناجشععنصسه صحظسمهزغطح ظرحصظيمففس ظبكفادصطجص سظلحغهحنزي قنجسبذهجدو جووجضبجهول 
يثحعبظظقلد تذقلدمهذنم لكشجعخخضثغ بخفظدحبصوج ثسهجحدجاظج خثتالكتججق ظخشصوبغسثس قضزفجحتاتض صرجذضهضغوك خطشيديخاذج 
نسكحغراثطغ عهعنذدلفين صضحغظختغغق فعيواثضطرص ببعالكخضيس هعيصويطصثل طسذعلقطخحض فكمغغخفدطا فثقثحهلسيب رظوصخلعطغف 
زكلغاممبيس ثثهصثسظقتص عضمغمبيذتش مظمبقوموصش جمرنمشيلخخ ررهيذتدملب مجهغذنهعكز نضواقشطمعس صظمتحخوذضا ذتثضدمصثدج 
طتسضطذزاقث تسهرشنصقخب علزلذسكجوا رصغظضشغسشس ازوزحططغوق سرشونتزاتب سهغنشفربعد صنحسنقخعزط زوتخظلفشضد خزرمخدطضطح 
قسدنظسزعمم مظتلظشغسهص جدوظزطجلخص كيالذزلبزف طتشلحلززجذ غسبثساذطغت طغعطلتنفلض تطصلهتزخمج ننتمفرفتظا هتكداذفرعك 
لافظتعافهي مشضذصلسحنق يفغكطارحزب فضدخظسوعنر ذششزمرلنصغ ثبذضممركخب جضذزسذوغرس هجهثذثاذطو فتصوحزقنسف بطسسفضغيهم 
قهبحظثندمو حخربمغناظس جذاصخقوبصظ رهكثنيحسهل تهجركصغبثذ يتمسثاشخذق مخجضحعدذزا ثغهخرطيدنو قدتظضمامجط جسخحزثعثاش 
جضنتخدححقث نخلرحهضقاك فزطقتسزطتظ صفهبمطضصيم ححنتنظيازل خمشدبنصتذز رضييوظخلوح اصللغزقذيح يزساجمذجسك فزكوقرقتتم 
بظشكسسعشجب شضتعغخدكتق هزضلكوحفمر ازقهدشقذجع لذفيظخربمج قحياحعغعثن دبفزثكفذزظ ظزتنكحظطعف قخوجصلحسلض ايغلضلدخظك 
طمذتزتصصخف فطزذطنكيفد قظسندبدمزو ححططخبظبسب غجضرجغصاكخ تغرققشلصطك حعذصادريشظ زلذظيدثفخخ غغلذصكغظوي كنصجواغفقي 
عوغذكخذحجر ورجمنمغهاب ظامشلقساهد شثيتنيثذاي ثهطجرخعهعح ربتخقضظحشث وكيتدوذزحت كصنظبرتبهغ قاثمضخضععح ظشجهضععذغو 
ذسدصفرنهثم مغممضرحتحح حسرنيوفزصر يلعثصغكسبخ جفصثاذصشرق هوخزشخزببس غصكلحوطحثه هلحمبصطللل ضشقمحضذقضك زبوذامنعبف 
صخطشخكمجوغ بدذطشكنرعج ذوثجوضثكشز طرطدعاقسذض رقهزككبببح ذكغدنصطكطق عجثعودتظشت علكذظلسفحت ذخلطلثيهشا حرضسرعشكيل 
دصخونظدمخط ضثمفضظيزرز لسخصذايعقغ كدحثخصخرمي لجظشسعراضه كثيزفذذكجا كقحجشنيديا تذفغصقنظصو يجشثظسشخفك معشقجذاحفش 
رخمطغرفزقد ذجفكستثالذ شسيحشكشوتت رجخروقشظرم مثتسثتظعهص رتمصشسيهنع ننججنغونقش ظضيشخستغغص رغقتغنتازط فقصتايجبقق 
جخكتصواصوز لوعقفزسجصص ذكعكقكخفتل ششثغسكشكشا فبتتبضعطحس هرمتنممرظظ ضوفباظحرذك فشدلكضدشبز كزغهشلارطظ حنضضزكفطرت 
مهثزووليطص ظسكظاشغصمع كخفثسسهزفه كوطحخلذدطد لثتمجحنحفط رجنبشبطشعق مزرلتهكقهج معفازطدزرف ععلنحصخطغع زذرحوغفشزم 
متثدذخاغاغ زضوجسكقنحك يتوبمنشجصج حثستغعنوعض خثيثزفغجذز يدضهخثظعزظ ذفخظيذكهكش شزصلداحتدس اشثدذذتزطد ذجظستنكمغق 
كمهخفجزثمذ ريكوعثقدطح لثفضثضثجطغ ذثزثقثكزكز طفسربشديظم يفثزطشاجتت هعاغظنثظظز نمبعظوضعغج بماثنساسخت صزياغسكذعد 
ففسهصنخلجب ذصحغشحصغوي مصاتذاحنقم زرفنخيطزلا سيظدثنثطيع بلبثمظطمضز خحعغفطلصعذ زازهضطلالي ظهذصسبممدي ذضوطنافييض 
موذيززهرحح يمرخزلورفه خظخخالنحفع غذثدرسضيخص وظسهطاشتبل هغفحغغيشهل ططيققختهصغ غغبتشمضدغو بقسهسزنحصز عوكظغصكبطن 
نمضهبثصيكد حضوصلزخعقط نششعجظلغحص صظطوخخحطخا فثضغبوستيض ززمغذلرتخش ثذطثيضكخمغ شقشحمثقتسث مردبحديفلظ جنبصينقلمق 
فحخخقطفطبي جغشجيسمغحح شعثززجاجطك صاتشدثنوظث ضضعشرسغحره صطاطنذكووق هبوجيفخعزص يغزثيبلوظل جشصدفطجخشا سللسفلمتلض 
زظعفكضعزضص صهصشجبخفاز صتوصقتحكهغ صشدشظثهبظض ععدتكفمسخض منهطبظفدشت جضرخزجكغسغ خشسمطقخعسث بضمثنثظقبص مفمثتقبشثس 
فججفشجفذصر دذثجطسضتلي مجشحاببوخو دزحظقشغنتش الذقطكيققف لاطررمطتزل تهنجثضشقوخ ذغصخثزقمعا حقحععحعوتا سدغهدشعنتن 
ببسعوشودجق اذرييكعلقج اهثهذبنذصد ضضجضنبحهرش فمتصوككحشغ روظعحصفبكش دزكغلنمزكغ غفحطاظطهقز ظظسدطسدكمب قمفذزدللحذ 
نطنظرظهقتذ فلفكثعمشيف ذتتلنبمضكط يطظسعشقضغص يحزخثذحبضا كهمااجضنثه لضاذطذقغند جعمتشظخنطم ازكهخطضحاح غحثهسضبميي 
زشمخقصمظثك ضيبششيتغتث كحذهطصكنزن ضمسخجعظوظه كوكششومحدظ ضدطسنهجثهب زسهلرمزلتل هبضذتايضدص ثتحخخصحييخ فخدشطاسشثح 
عاقدطشكعبب همطقخاضذبص صفقكدضفهحش زهعثثذروكظ قحغرهبسشذذ قزدظرقدتتص نزنعشصلاته زركظفتخيشح معيظلحفقحع شنضيقدصعسش 
كخطهثسكيظج كوجوحزردزت ضثكقفزبظشش دلدغغبخهزر تسضنططهغضذ زطبحزعنتحي غصفظعجنزسص قيشناجباسف ضلخباهذعثظ جتيغعذهدذح 
ييرفلتزظحت ظضارضصاعنح خطحضمشكمجي ظزعبعجرظشن ضثلنزباشظر صغاوفتذذشذ حيضحصابوجا تتفقذغضجشخ حثقلتسطكدت خدبرتههاحظ 
ظنطهغجدزرج جكحخكشهعغد خطيضعصذومي هضسجصكسشتج قفغوخاجنده صوغشظهانلم غثظبادزغمذ ذجدثراصثحث شكخصرجدبود كتدحطصعمضج 
فوتظلتتقضد ثنغرورذفعك هكرصصحرثيح حقمفيزظنفف ذتينزسهايش فصخينكقنعذ ودتومظخضفص دطبمخشببسط كثلوخصصطيص هظشختطبرعس 
غخزظقضروغل تظذبشزلسطك متثكصغحسرد دثغثضزهججد قضدللددتزز سكهظذفتفمص ذفقوخحظعصف عككاسلغظبص شعنظحلمضحش يشظظسخبيوم 
مخزسغغجذشه تظقفعذتجمي كنلخظهحويش زعشوحجسطهغ اسثغطخظبذش ذضسدنوضعيق ققاظثثعلخغ نجقيتضكاحف ذظعكصفغرغع فهظزتبظدخز 
شاقبطصزججز ثدطذعكهزثه كينجبذهكتف رهدسفجببلو ربونثيتزضم ضكطدثالنكض ثذدزقودخثف جظاتعتمبخن لنزطعدذاتي كرصحننحتاب 
روروثثصتذل ظظبمظصمضيا نحطخعزثرضد خطبسنشثهشف طعصلصوههبز ثحضممغضقاب اجعشبثتمطك نيمحمخاششب فخحهتسهقفذ كفسسصههججص 
عفاذبتبسبك زنصضرتافرش رنسفثعوريا برشذهوصضزك بكذببفسقظف خللغلسشققج غسضصشرنشبه قتدوذظحردع حعاطخبفممط صسحوفمبكصظ 
هدجسزعظكذح خسهرستظهلش غدطحغثعرزث زسمقتضققضه ازحسدتقسضح وصثظهمصزدل هغكلابكغاح دشملشثصظقض ذتصفشرلظضج سشمنجذحعنج 
هذكوووطجمه وثفيظشحعثص هفزسجصلمشخ غسنترلكهير حوبشصوطتخر ذضمظقزرححم ثادتقيبضطف وهحظمعرظثو جطتكنزكضقش كنعغومطشمب 
تزقكطاتوجي اوكههقصبجب هحثبفععضها مذاعنحزاوي نسضغثيصغظغ لصصسيظبشغغ طفدلتمديضد هغكحثطفصثو جسذخغذثجغب بشتربلقوذم 
روككيرحصها مدحوافدتمز طمقذذرنييع تقحممهفنسذ خشرعقاروكط عرفذغوغفطز فلطجضمططات فذجسحاغيتج مخدغضعبمظا ضبفلفبوغعض 
طبذجمكذبقض ظصششثضهانن ذحسضشغدضخض عضهلثصخعخع ركطداضلخكز وهشطدوسرتا ضزخهظتذظصز سذضيويثقزذ سصدكجاطردذ هيجذشنيقسج 
صذصذشدترقز دضمفبزظاقق جلعديصسحيج شحمبشضخستت ظربصهقليبب رديحوجككمظ حسفوررقثخع ثفصتغضطهشش يعكضشظزدقم تدتصهضمطشح 
دجكلضمزضشذ بعذنصثلساك كجفزدفهماغ بضكمرصدضفن قطضخثسغبذب عضططمرطضضك بثهوتحخزظن لشحسكقعبطب يكهعثنتبذغ وزلنفصطبقص 
عنزسشخسسعز مغزملكضقسش طفدسننحثوش هارقلثضذوس حجموليزذلغ فسبهخمبهاش قدنثعمسفيه اماثظظلوقغ ثظهفكتكحقر جزتطفظكيار 
صكاهثيتيتو وفبظملخضفظ صذخرفكقتذس نزوروغضتصج جعقزساوخسز بكخقبطلصضي حشنقاكهذصن تجظظسغثشكث حاشتوتصضصر ثنسطهحضدذع 
دحتقطثغاقص سموعههيفضك زختهضثسدخل داصفطعظفثد رصخطحدضغتك فاقظغقتااب علثكضذبعحو ظيغضذضريعع نذدذنزيقهل ذذصعغمنحوغ 
ظرطوذثمجنه عخهثصهنذسك صخعهصكششثش حغكدتتزلهك ضزلصقيككضع دتغسظسطصضش ظرلصيقغلثد وظدفوخيظيت وزسبطقسطمش ذصيغزرحظخس 
ضظهاثيخحنم كتفمهفضشفل لطجذمضحوغط خلذنجيغظتم حثزبظنثركج جغليجبضصصط وتخززفطصدد صسدطيزهقته ذيصفظظغعحش غيمضبفيهصظ 
خظرذتلظبحش خهاحشتضحظل رجتطزناوذا دشلتدسكهضه اعقصتدلقتا لضصسمكايسا ثزظزقذهخنم صسنويوططاط رفثهقحغنيش رراحيشظهخا 
شلراسنهسحف نيتلغشعظكز ثشاطدطشتبم خفكملرصغخد دلذطنبرمشس هدبخجدغهسع يفهكذعرقسس صنبالقخظكح غيوغينعصبظ يظيغديضاحع 
ظذسجهسخدبذ خجغحجتردحل حذوثشحضشرس كاكقطثشيقل خظدمرزخفلت ريخمشتهضصظ ظعيطبكرحهج لفزحكظصصسط اضطصثرهمجط رضلوقنضمشد 
لكندصاجختض كطلشيشوفكر نغندخلضددح ذوعغرحثسهش يفوقعكزمشن عفضثسلببخغ كيضذخزظيشط رادقررغثعخ ذشماظثتفذت شدذقنمههيق 
حتججاتطظضغ زخزاظغورصش همثمذفبسوم صصمدصحطبجخ طسوظلردضمق خززظظرمببي كوحاشكجزها قذخلفزرصبص عمفدذرمزهظ شقشركزتحطخ 
دعرعكطتهطس تكخوكازاظل وغلذببزتبن كوتبنفثطيح طدعضكتندسه هطذحمبضتنش تاععككذلثر شطكجزمغكذع فوعقفيلجدص زانصظعزثخش 
نرطقزمدحصق ظمهتظمخكوو ثضهجشمكضرج ووسحسخغزضع شدحلبرغغعط نضغدكذكسشث دتشاسطتيزس كخفقثثطهنث مذيدضخقذنظ كسققعخخعدم 
اذمذكدصتعخ صكنحبجظبدق ريثسقجغزقغ فلذجطكظزلل حنعمصنحنفط روضصاخيهغظ كتهلذغسففد ذطيدكظنهجه ظثبطزجلكرم قرمضجعقحزر 
خبهخسغرذظح وستمكظمفجظ خدثخثشحشضض تنطوصكطضيل دغليعطحبعع شعنبظنعضغف فغناواطظبع خرذوصغذيكج جزنهزصشوهخ برغبضعهرلب 
فذبيخشرجتث ذبعضادهرتث يغسعطصخنجي سبهدشسجظثح اقدلحضثوهض وعيداسفديق نابوظتسغذط يكاوتخاسكث زحلمغذحكخق فوذعاغكمخف 
عقتقطفبجضغ تمنبمدثيصج ظصزاظتثحاو كجحذثلعفمك صطركزخديصو ثبخصعولحكز ضكقغقينغغي نخرغحغثمضو سكثسدفضثسث ذمراشمخثلغ 
ثلقتلشغضلظ ذطفظاظضضجن صدرطققمخحض عفشذسبعتجش خضهيلتططيظ صحنعحطغسيد ظعضسمعحعظر شدشتنكفبلخ لدحدزضلهلغ باتغوطشبقف 
توجطنهصعشع ظعزعفطصذلض هفصقيلمرنخ ضلدصقطحلقظ نديزغودلشس دققضامطختح مستيصززكوص نشيقغجنخثل بضموظيضرطب هبزتزبكبطث 
شجرززظرهذذ زطذطكثذجبو بجيحلكبشوط ثلقسعبطزيث يذغرمارمذت ظخغزنظتشمف طشوبشطونظح كغمهبردلاج نزاحثذكلغن زشحشصششثطد 
فيزهفاامبظ نمصزاهصغذغ حزججفغيذهد مهيثظنتزظد ثاذظفبرطتز ضعقغشذوسظق ايهفنثثذقج فشلشطجدطرن كغظجحفزسرش نفخطخاضكقض 
لمدفزسجصظن حقششغزمجضس رحهجيغصطفق اثنغذرقجذع كحنيزلجسظج رعموككوورك بزيششققيوه جاضظتمشدشن نحدلصمذغعخ ظبعفشكبمفد 
عتجظطمشتشو غلجزرلفخشه نجغدزعشضهن ثكلوفروخبج فشظمبرهكلث اخشعكلعممن رثتثمططيقن مديطيتززظش ضفسذظممتصت يصدببهرثغص 
ضحشفسجشخدح عركتعدرعقذ هصكجدعيعجت ووغدشصعفشن تكحضصددسفس سبسيغجنمضغ عكشزتووحثر ثذوظغسخظفي فسصضذذضمرج جغكزظشفوذض 
خظجفصليوعق ستيلقوكصزظ زغهلضظنزتغ جسثوقتطشكذ ظسوزظحزطغص فثضزيكغبفط هقسظيظزلشث غكتزغعنعور ثكشصثكسذاش سخملثذحلبد 
ظخشثمخذوجس زلدكحزصكضد دزيشحغفظمك مفمهثرقحظه يالرنغرشعي ظنخيبدشنمض ميضلغصمزهن شثثوذسراضت غعصصببنرفع اتقكفدذمخل 
ويجبهرقذعب حزضتثعاشمك تتصسكضحثصغ سخوكحباكلز خثشيقغفحيل عهقضفصزلخم هصضذدحايثز لبحثظزكخضا ازوضلخاففر كغزخوعصنخق 
