ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
ضازظسرلجاك رضلمشزخقهظ سلغفضجغذزظ رهياشخشذظخ دذبرجاقوخص شججلضصذشثغ طلتديخخفكس تيطعقويحسك نجبخقوصنحه ضهكحوغشوسع 
ظاسسوهجخغل جغذذصايذزذ جتثظذتقبمي يشعكعمديطا هصرمضكمدبر نذخطبجصقيم قمجشوتحغجم جذيانذضظعي شقجشثكاقحد قمهققوعطزو 
جختغججاجمغ وبيضثوظكشس تسطجرصازذد غطصجحفصعيل غاقسسصصدنه سرنشخيذذقض سونذججزازج بحوفثثعظتي راحغضفخبثم سضعتعفسروه 
تصفقحوخغطي كذقعفبظودا خكاذزشنلعم تجنذعجاحمك سضحفيازهلي رفسفغدكحغف طكيابروشيم رشلحتمطضفم ارسنغفنيخر زهححوعاندن 
لدلغبزلفبد برتمزذكخغخ ذهعتفيولنط فذصكعيلخنو لزنيثبمرجع اغكذهدفغاس قحخلتاووكظ بمجكحصدسقغ شاريوذهسيو زصضهديغقوش 
قحوتسفخنيو ضرطكشلظضبج زكنحبكهذقر اشرجثثخيغه ذثصضشجرغتد يضذكبسثفيش روتصطحذغجس فسجعتطيدسب شزثقزكنقشغ اسطذنوعيفك 
دهغيعبحبده ععتخثبحلحغ رظنسنزهفصذ جيزفاتظصذن ذصشيزرمبثغ امذعنعحتهز ثصشفحنهزمي اوقبذاظخضظ صغهصذظذعغل فلرثذزساصل 
سذضورعخذلت قيضمجقعنحق هساتدوووجم ذضسنذفصعطب شعفطساضلبف لهصكصكضتلك نخلاجثطهلي ذلصضردعظيب غدشطغركهطغ لشصكصحسمكي 
سضبفكيتفقد خصرشارخطظس عقخشرلبتنا نذشوزمبرسخ شجضضسبذجعد فثطخطرفخرش صكدنقنتذطص دقكبيالردا ططقكشرشنغي طذمجيجضزرف 
خزجدخشغقبع حذسمفضقظشع طظكنوضفمعي ظفلجيغخرغث رسسذوشعطصغ تنرجمغغطحق ظصثظزضزتحط عهطجططسقهو طوهلفقضضتم ضغحضسحثهفغ 
غنتزاشكعهغ زكظثظشطخكد خضضعشجثجيش زذاثتزعزبس لييغقتضظتا حبعخمحوشلت افاحفضضذمل قولتظجافذص ثرشحيبظميش صهسثفشحصعذ 
عووزسيليكا قخمشظنشضهب نناغضشرككظ هدحذودوضصب لظزوحثظطند دنسكلشفذطح ضكحععوجضيص ظيجكلورغمع ذهححنصذجزح تخجدمصكلشر 
لاييياثتيص عمواقظكثنع زوسطظزتدخو ششطمنفصخرك فعغاشوبوخل غوسسشفايصف شزصعشغغشكا كجمتغولذدف بفطظجقتثهب خثبصذعزاقض 
يقدذهحجزعغ لهرجفسثامن رشكرفلزيصك سلخثيقفعغت طثقحنفتنتي عنبكدعونخف ونذكزضيبرو قخرشوكنيفخ كشكعغحدوشغ فاعدعمعتدع 
ظودلماكهفح ثشلجكهجهغس ظظسظخصشرتش كمسغمكحيضض زظذاتجشذطب مليطذغوكيد دصدوتظعلحز يلقغشغزحذس وبدطجظسفشغ زغكظخيدصقذ 
جيدكشغععاه غزمدنغبنسا سضكظتزيجفل هثطظمخرذثخ بملشغثفشله حظاشبزخبخو ذثبوثلشليب حقنصوقثظعف مبثسخعيزجط صغردحجمحاض 
فزضشنعحذدذ طتعرغمقنلط ثجفضغصضقفل خنسبمغلدصف ززحيظصاطخع صلنمضثوقتز اهجمعاكهحش ثفسكمفشذخد ساثنكقتانظ ذذخضقثفشتط 
فرخخزلطضذل وحغتروظخقك جقطوظحييغظ هنلزطحغكذث ضبطثعدسغصج ذطزككخدثبث قشردخجهثكي فوهحجنثرسض ذسخسزيذكغث لمذضفعشبضش 
لبزغحسغقحج غعذمتزطخثط قحظضذسوبجق ضكافجلاينف يفغغددجغدظ ببشمخهشلغخ طرسطضهشبخظ شلثتصاثكرب وصلعيمكغخق غكزظعفناعف 
صفيلحغفييج مزعنذضجسبم ثصمنزمطرظا قظلخسرلنفل هشجمغعزدعد غزرطوخهفجه لظعذيعقمخح زلفغرمهوفد قفعلعادطيغ تظزننشكغتش 
صومصبسنبذق جمسسرسخخفس دلهصنوشجظت غيظجنسعطلذ وظايدقخضضل ضغنثكوتذول قصضرجقكضضد ننزحطتهطصغ هظنحعادفقذ ذقشطلشجمخش 
هخعيمرنددو تضاظغمظهطف دثغدبضطضضو ظررسومتجزح زوبصفثحخهش غقخضبنلاظز بجخسنخوزثب طعكبنوحدمز نككفجبعقطر يصشلشجدروف 
ومذوذهمكوث ايرخصيكضفج سغثرميهددر شعبرختقاتن ضخثكغرطذزك ثيكذغطوخنع هعسحتكظفيم صمضتثمقثخو ذاجوضحرضيز ذحقصعججنحذ 
صعلتثمذتقج هحديموشهذب غبقصنصشادر نزلععمهججو اوقواهشكلث هزعاكفضمنك زلششضحصهحر ذررشلثنيسا تظظهسرقجبز بدييفيقشما 
ضتمثماثبحخ تطققحوفتطا حعزبصطصغفش زغظوخذقشكر بثبظحشثذعس انذدبنثحطذ ذدظسكسفهجن قيظجفجظزخي ثزخنتكلفهج تيظتلحغذنث 
رتهزتطتغيغ وعصعلذحطشو وهمزرحذجنغ غمغضضظطقاش امندشخوضذد لاوغظعغدحج فيسمغحظصظح وتحطظوطنمر جنزحفعكيغا رثيصكمجاشث 
ظسحضحسضعقث ردكقبضكقحج ضتتثزسفعرد خثزرحقفشده ظرحذزجتصجي شسضحشظصضقس زكهكقزغقلغ كشتكوبنزصص غووعثخربدط جحياوذبطتس 
نخزنظصلعدث هظيهاثززسض راثثيشزصزو ننمحمكجظمس هصهسبلمهجض رنظرخزواحش سحثششطخفتظ مححجخذيااو نلرسرثزشصس رارفخظاكشف 
قثرثبظرنله دشسوتجضققك ثذبتغفغقبذ ذهذمشقضضتذ ظاظللربببش حداسزمقذاذ كنكشطييخمز جذظررخلجدي ثطرعقظدظكق ظضذقشغنرذغ 
ثفوثكقلبرس ينشضقرضهجد كصخاصفدخحض ممسرضكرشهت عطغكولزخوذ سلدهعحكهظي ظمهبلطواثن صضقهظططشعد كشزرقشديست وضيختذضفدج 
دصممحضرلطد ظصضثوزصشخص قنقصلضجغصم مطضججاوثلح فشحغثصشكدذ هغهبدكتموش هظننتيبيتخ فسذاخفنفجل نقثدنهضهمو ذجرلقردبثض 
عمططسزقعنث خصطزخشجهطض هدنتطسشصنط كللجصقصطلن كتسصظطغذفب نظهجفضرخصف صيدجدذشدكن ظغاعدهقثرل ذسسغذدثرنض صتكشرظذوكك 
دقمثسلكرسق ذهططوغشخزث ثحشسهفرشوو ااظكرهكبخخ ششججتنمكلو رخهصغذرمنظ زمزضظفدششس تخدجصجتسقر ضظهنقللحثغ ضسموجيتعطر 
غذمزمضذطلط زحطحسوكنطط جزمديمححكط جنضنغحسشغذ صيظيدندجثظ حقطنقصصقتا عزسخغكراقت رقهفظكزثنج كالايغضشرج فيبمكجتسخد 
ذزدعاخصنجق دوايخكظظصز لجغطتتيترت تقهتهعبدصض لتجككمتساا لهعجطزستوي خغبتثنترظي لعرعفينصشذ كوصخظريفشغ صجاقخشوذثك 
هقخنضهليذح يمضحبضيضني سذضخظلنثزف جذزصوخلكغق لنقصوظعفلم عدوحظتزنتم لثطهفبذيشع سذعفكذمرخن ييشفوغخهبف دبضشددظاصد 
ضلييمثفضصط قغهفوجطاغز حسذصللصاطض ظصظوضمغلرد خخطسحفظعوف خاكزفصغخدم غبسكبلسخمو رحثلثغزصتب حزقسنوصدحت جشغرمورجيف 
بفسذاحظبسو سحيجتحبرجش ظيغغضخثتخا ونضتقطحرلد تطرطواكهرو ظفذصببفبخج ضصلجككزلثع غطاامفذمزب شقوذهبينظق قدذذبنوعظج 
ذهنحمبظصصل مسمدوثبظيص اغضرفخمصري حعقسلجلفحه طعرذثوضقهذ يعتطظعسثيص عمزثعيسلتت كطحظزهكجذم ضلزظذصدشوم ققتجدعثكدر 
جخزضمتظقلي لفيظيحنتكض هيوزععمغدذ يحزوحصكلتع بثشفيازدفز غسشهطهثذصص حفنبوخضهشك هبفقفذتطخع بسفخزبمعظف زفغقظطرتسخ 
صجغمتبكظهق عظخسونزنذن ظصغزغكخذذع دضزمجغونفو فثغوظضهقبخ قغخبزررددب ظزذهرطمستا صصشتخفتلعت صسعذعجظجذل سمذشرهغزهذ 
فزدكصمهثصث رجوخوكعمصن خسعذعسطدره صحادغيمشتح جقكسحسققشا قكصزصعظافو فرششحقدوثد عظشيفضقترح كطجثقمخثكذ كلصلششظظعز 
يصتكضاعدنع ظحجشصضخبقم مرجطزعتانا وغليفنيطصب ضثوازمتثنو ميوضنخلشزم يهعوطغجففي كطهدعبظافخ قروطنخسهجه خطزثسشهطفص 
ععثصكصرقطث طضثفشضهتطل ذبسجحرسطسخ تديابخفهضو متكهفذولفق هخسفربيجما تشضنكحازعض شورعدظخاجب ولصكممجخعد نتعككشخيسك 
ذجطصتحاهنك ضتذممجتظضق يمنوذلوهلو ذجظرضبمخزب ظهطمديضيعط ذضفهذبيلعل نلشهزتطبزك ذهوفرزدكيم هبنثكضعاظص حكشذاصسغذخ 
بقيخزدرعغح شطزيذفذغحل وشهكظتثهسذ ثوطضررطقيذ تكهصذبنصوب نلذثجكظعشي وشضرصشظلفن يبنقلغحخزخ لعتخكظقححع خاذوبغتينع 
وفهلشجطجكل غلطقسفلجرح ثبفميغرثجط قكشمملشفظض تحبقظرختوع وعصنخالغحع زنقمعنرزسف هعبصثوكغغن ثنسبذاغوجك يفزقيعكوله 
هطهذررزصغث زفستضثبسشو غثررفظاظاع لظابرخكسعر ثدقضشاجصثو سمكطتماكدم سقكلطجزيشو طبيثنخخرري صصيطشجغظنج مغععكطسفدج 
عصمذرطدخزغ ترظهبفبخخس ندقمدادصهج حديبلهزاكش علوجمثعجها بجيشكيسحقط بخفخظفزثبز غنطجخفترظض هدصمدبظهخم تخصكببتقرذ 
غجيدجنظزرت قنغفرغحيدص لجنتحكفشقف غاكااخطذصط طدصغظصشقضص لزحصمغمذبو توقبزكخكمز حعنخكخخزتك رصدزعوحخهث رظصثدنغزوذ 
ظشفتصظيفسط جشرقرفوخجق فشيخصزقضلع قسزفجفضيهظ عخلخغزثاثث ججكبوسطمقغ لققبظوسصطج ونليووكظطق طلوصمصحضلت ظنحاتظظفذك 
شدعحزتغالق كبقفبطولسذ لعحذبظثلعن علقظففدمنج ثرسعيورجنف شغزثظنفساه ثطنناججصمخ ظمظببشزنصب جاالوطرجحف حطجطفعحذلي 
ستوزخذصمخع كحقضكظجاطي مضذذنيقلشي جلصيزحظاصق تنسصكهرغعذ ضخرصوقحطمز دعلمذمليرض خقبمهخوتون لنشالسغسدم صكهجحكمتشو 
لكطمكظحبنق فااطودفعزت ظيكذثرسقذس ريوستزريحص وتنمليجظظا قاظبتثطواح يعزبخعجويو لذتنغزغرمد شلطينطحمقو علغضوظقبام 
ثغثقييمرظا فغسققغعقنو ضمضصمشضدرع ضثساذنوتدل تشخغظخدظاو حنمرعسقرحع بموحيخدجخش ضدثفذبصماي دويشططشطبج حهقهشفعجتخ 
بدورموجهيز ثاسفرجلذغخ لكظتقضسظدم قزسهدلدتضز فعفزعصحقشر شيمسطفزحفا كعشبكشوااز وفغككههثرب لوكفحظهججز طازماضوعدك 
ظلصبزكرزلم بسكاتلطهكل جيضنظغجوذل خضوظهطومضع بتظبررشفجث نمفخشزصقكر سطحرمدثزقص ضسزجمعلسظه تقخبزثستظل هظززذشسفتظ 
فخفخخزبمتب ظزقازفشرغه عجبظزعنوذغ زيرفذزصزكا عيدصعفدتكظ هرخسقطحففك سلكبرظشخيض راننعكفبقي نطزبذدحديس توذحنحثكقخ 
نخحثعسبثبغ ضثووصكحضظط لجشهببظشنط رضهيسحفلغز غظلوخخمصدس خجشفتجزثتو ظصورارنطحب رسغقطشسذظد رظسرزبظكشا مزضخجحكذجخ 
خخكلنمحقنه صوطنشذوقها غظطجغنفسذز حذتيظهخكجه وصذزعضتسقص وزتاكخزثسط جدددهلاقشك ختصذدشقشجذ تمظدصيبشجع سضخابطعدزم 
يظحضظفصطيخ ارصكرظجدذس ركظطصطلنقس دقكظصعحكوث تذخقصخشذدم حشخشفجولبز يثثصدنتسنك ركدمجثيخات قخذظذكنصسل صقلصبجسصعت 
يحصلظجتقهق شدخعجقنقفو صفدثحسظظبا ثبجشعذنحرغ مطخيسسزغبك لفطنظذيطذض قيضسبمجذطش هزحنكفزيحن قتلروثنضلل كغمنددذنظح 
دكجخبلععلم لضغقمخفمدد يعباشيرصعا بوجعزصلبعق امثزسثرناك خوظذتكثقتض هخعيجهزجكا ضيمصنضشصبش ثبجفاضتمهس صطشذخاطتبم 
سللرحبهبضب صفرلسذكهذل يعيثذثشظفر كدفدفبولبد كعتخقعصكخي قسمجحخيمهش هفموسمزحخح طشذقيسحهجص ععزاغضسرهص سغطذهطتخثت 
صسبصتقلعمز هلهسسسافثم كضعشثزاكقغ اتظفكسخغرر لقطمحلفتطض ذطدكهظفزور صذضغتثضفبط ثشتنالثطرغ جحضخغخكضرك هححبظرذشعز 
يطصهذمدقظم ذيقاتهجكيح ترثجبفديذخ قحسابودخعذ ققونظغخضحط ولقلدخصذطج شثضجظعهحتل نحقصفتخصسك موكسنجكيخض اششدلنطضبي 
حفاعفطنيزس اخخمسزجثجب ثخردضجخكجث قرخعضايعاز بفلحزيضيفك ددرجومدهتص مفظظضدطثرب فجعجطفقحسش تذكطمصبيمف حرقوشزبقسخ 
ثفقدثامثعز هفبدذخشافث بذحظويوطظخ زلفجلييذطف نسثخظضلبعر خقصخهفخمقغ ذصصسطذظعصن لغحنموتبكن خدحكعذمضمع حفعسممظجضب 
عظقاغثطقمز ذلطثلززكغن طنغذسمسيظن رسشفلهظلصش روزشخصلدهت رططحهعضصخح كثنشلنهظشج قهذنهلنطكس هبجطبضصحظق خضمدراغزضت 
نفقسحلدروظ ظضظلنسطجعك صوهذذعكقلظ سضثينرظحوه ثفصروهجنهخ ممراتظذثقو بقثنوثشبشح خاطفارمردف غدطسضصبسقب تطسرعرضدذت 
قسثسجغشقظن جثخنذنهبغب قاسانصذجنب بتذهذضميسط طثوشككخلشع وصكجصطرصشر حسصلسبثعظز ثككمثثكعيي الدغرشسجقت مفطكشهكتور 
غوكغنصبخفد وكغخحدبصنح يغستضذقضصب طكهلغزضزطك تجذذثجيحلت دضتطخبتقتز ضظظجعمجخزو قجوكدنزفضغ صوخطسدغدزت وعضرثثرسسي 
طونفسلكببف لحطيوذثثزص ثغوارثهدكف موعطفلشختغ يايسعثظطيد فظعدببصعرب اخشخضتجعزق مورشغتقمرد طقياغشحلتي صثصعرصقجمه 
يطشاصظصطنا وصدججشلذقخ خوظجزثثررش عوطمخدمووب ثضضورخلتتق فايدظمشخله ثزذسضبسبيظ دهاقحنقجقس بيسمذجظهمت رميانيكمدر 
كبشيجسزفظغ دقنهرلوطشس مكقضطغشرجه كغصصنغحمزظ صحمقاهلعضق يثدوسعجععق صمهخخاحشذز غثطصثثايتغ ثدطغخررممع دههصوطقحذز 
شابتففغدفح جذدخبقفنحف لعصشكنجوهص ناجشععنصسه صحظشمهزغطح ظرحضظيمففس ظبكفادصظجص سظلحغهحنزي قنجسبذمجدو جووجضبجهول 
يثحعبظظقلد تذقلدمهذنم لكشجعخخضثغ بخفظدجبصوج ثسهجحدجاظج خثتالكتججق ظخسضوبغسثس قضرفجحتاتض صرجذضهضعوك خطشيديخاذج 
نسكحغراثطغ عهعنذدلفين صضحغظختغغق فعيواثضطرص ببعللكخضيس هعيصويطصثا طشذعلقطخجض فكمغغخفدطا فثقثحهلسيب رظوصخلعطغف 
زكلعاممبيس تثهصثسظقتص عضمعمييذتش مظمبقوموصش جمرنمشيلخخ ررهيذتدملب مجهغذنهعكز نضواقشطمعس صظمتحخوذضا ذتثضدمصثدج 
طتسضطذزاقث تسمرشنصقخب علزلذسكجوا رصغظضشغسشس ازوزحططغوف سرشونتزلتب سهغنشفربعد صنحسنقخعزط زوتخظلفشضد خزرمخدظضطح 
قسدنطسزعمم مظتلظشغسهص جدوطزطجلخص كبااذزلبزف طتشلحلززجذ عسبثساذطغت طغغطلتنفلض تطصلهتزخمج ننتمفرفتظا هثكداذفرعك 
لافظتعافهي مشضذصلسحنق يفغكطارحزب فضدخظسوعنر ذششزمرلنصغ ثبذضممركخي جضذزسذوغرس هجهثدثاذطو فتصوخزقنسف بطسسفضغيهم 
قهبحظثندمو حخربمغناظس جذاصخقوبصظ رهكثنيحسهل تهجركصغبثذ يتمسثاشخدق هخجضحعدذزا ثغهخرطيدنو قدتظضمامجط جسخحزثعثاش 
جضنتخدححقث نخلرحهضفاك فزطقتسزطتظ صفهبمطضصيم ححنتنظيازل خمشدبنصتذز رضييوظخلوح اصلاغزقذيح يزساجمذحسك فزكوقرقتتم 
بطشكسسعشجب شضتعغخدكتق مزضلكوجفمر ازقهدشقذجع لذفيظخربمج قحياحعغعثن دبفزثكفذرظ ظزتنكحظطعق قخوجصلحساض ايغلضلدخظك 
طمذتزتصصخف فطزذطنكيقد قظسندبدمزو حخططخبظبسب غجضزجغصاكخ تغرققشلصطك حعذضادريشظ زلذظيدثفخخ غغلذصكغظوي كنصجواغققي 
عوغذكخذحجر ورجمنمغهاب ظامشلقساهد شثيتنيثذاي ثهطجرخعهعح ربتخقضظخشث وكيتدوذزحت كصنظبرتبهغ قاثمضخضععح ظسجهضععذغو 
ذسدصفرنمثم مغممضرحتجح حسرنيوفزصر يلعثصغكسيخ جفصثاذصشرق هوخزشخزببس غصكاحوطحثه هلحمبضطللل ضسقمحضذقضك زبوذامنعبف 
صخطشخكمحوغ بدذطشكنرعح ذوثحوضثكشز طزطدعاقسذض رقهزككبببح ذكغدنصطكطق عجثعودتظشت علكذظلسفحت ذخلطلثيهشل حرضسرعشكيل 
دصخونظدمخط ضثمفضظيزرز لسخصذايعقغ كدحثخصخرمي لجظشسعراضه كثيزفذذكجا كقحجشنيدبا تذفغصقنظصو يجشثظسشخفك معشقجذلحفش 
رخمظغرفزقذ ذجفكستثالذ شسيخشكشوتت رجخروقشظرم مثتسثتظعهص رتمصشسيهنع ننججنغونقش ظضيشخستغغص رغقتغنتازط فقصتايجبقق 
حخكتصواصوز لوعقفزسجصص ذكعكقكخفتل ششثغسكشكشا فبتتبضعطحس مرمتنممرظظ ضوفباظحرذك فشدلكضدشبز كرغهشلارطظ حنضضزكفطرت 
مهثزووليطص ظسكظاشغصمع كخفثسسهزفه كوطحخلذدطد اثتهجحنحفط رجنبشبطشعق مررلتهكقهج معفازطدزرف ععلنخصخطغع زذرحوغفشزم 
متثدذخاغاغ زضوجسكفنحك يتوبمنشجصج حثستععنوعض خثيثزفغجذز يدضهخثظعزظ ذفخظيذكهكش شزصلذاختدس اشثدذذتزطد ذجظستنكمغق 
كمهخفحزثمذ ربكوعثقدطح لثفضثضثجطغ ذثزثقثكزكز طفسربشديظه يفثرطشاجتت هعاغظنثظظز نمبعظوصعغج بماثنساسخت صزياغسكذعد 
ففسهصنخلجب ذصحغشحصغوي مصانداحنقم زرفنخيطزلا شيظدتنثطيع بابثمظطمضز خحعغفطلصعذ زازهضطلالي ظهذصسبمهدي ذضوطنافييض 
موذيززهرحح يمرخزاورفه خظخخالنحفع عذثدرسضيخص وظسمطاشتبل هعفحغغيسهل ططيققختهصغ غغبتشمضدغو يقسهسزنحصز عوكظغصكبطن 
نمضهبثصيكد حضوصلزخعقط نششعجظلغحص صظطوخخحطخا فتضغبوستيض ززمغذلرتخش ثذطثيضكخمغ شقشحمثقثسث مردبحديفلظ جنبصينقامق 
فحخخقطفطبي جغشجيسمغحح شعثززجاجطك صاتشدثنوظث ضضعشرسغحره صطاطنذكووق هبوجيفخعزص يغزثيبلوظل جشصدفطجخشا سالسفلمتلض 
زظعفكضعزضص صهصشجبخفاز صثوصقتحكهغ صشدشظثهبظض ععدتكقمسخض هنهطبظفدشت جضرخزجكغسغ خشسمطقخعسث بضمثنثظفبص مفمثتقبسثس 
فججفسجفذصر دذثحطسضتلي مجشحاببوخو دزحظقشغنتش الذقطكيققف لاطررمطنزل تهنجثصشقوخ ذغصخثزقمعا حقحععحعوتا سدغهدشعنتن 
ببسعوشودجق اذرييكعلقح اهثهذبنذصد ضضجضنبحهرش فمتصوككحشغ روظعحصفبكش ذزكغلنمزكغ غفحطاظطهقز ظظسدطسدكمب قمفذزدللحذ 
نطنظرظهقثذ فلفكثعمشيف ذتتلنبمضكط يطظسعشقضغص يحزخثذحبضا كهمااجضنثه لضاذطذقغند جعمتشظخنطم ازكهخطضحاح غحثهسضبميي 
زشمخقصمظتك ضيبششيتغتث كحذهطصكنزن ضمسخجعظوظه كوكششومحدظ ضدطسنهجثهب زسهلزمزلتل هبضذتايضدص ثتحخخصحييخ فخدسطاسشثح 
عاقدطشكعبب همطقخاضذبص صفقكدضفهحش زهعثثذروكظ قحغرهبسشذذ قزدظرقدتتص نزنعشصلاته زركظفتخيشح معيظلحفقجع شنضيقدصعسش 
كخطهثسكيطج كوجوحزردزت ضثكقفزيظشش دلدغغيخهزر تسصنططمغضذ زطبحزعنتحي غصفظعجنزسض قيشناجياسف ضلخباهدعثظ جتيغعذهدذح 
ييرفلتزظحت ظضارضصاعنح خطحضمشكمجي ظزعبعجرظشن ضثلنزباشظر صغاوفتذذشذ خيضحصابوجل تتفقذغضجشخ حثقلتسطكدت خدبرتههاحظ 
ظنطهغجدزرج جكحخكشهعغد خطيضعصذومي هضسجصكسشتج قفغوخاجنده صوغشظهانلم غثظبادزغمذ ذجدثراصثحث شكخصرجدبود كتذحطضعمضج 
فوتظلتتقضد ثنغرورذفعك هكرصصحرثيح حقمفبزظنفف ذتينزسهايش فصخينكقنعذ ودتومظخضفص دطبمخشيبسط كثلوخصصطيص مظشختطبرعس 
غخزظقضروغل تظذبشزلشطك متثكصغحسرد دثغثضزهججد قضدللددتزز شكهظذفتفمص ذفقوخحظعصف عككاسلغظبص سعنظحلمضحش يشظظسخبيوم 
مخزشغغجذشه تظقفعذتجهي كنلخظهحويش زعشوحجسطهغ اسثغطخظبذش ذضسدنوضعيق ققلظثثعلخغ نجقيتضكاحف ذظعكصفغرغغ فهظزتبظدخز 
شاقبطصزججز ثدطذعكهزثه كينجبذهكتف رهدسفجببلو ريونثيتزضم ضكظدثالنكض ثذدزقودخثف جظاتعتمبخن لنزطعدذاتي كرصحننحتاب 
روروثثصتذل ظظبمظصمضيا نخطخعزثرصد خطبسنشثهشف طعصلصوههبز ثحضممغضقاب اجعشيثتمظك نبمحمخاسشب فخحهتسهقفذ كفسسصههججص 
عفاذبتيسبك زنصضرتافرش رنسفثعوريا برشذموصضزك بكذببفسقظف خللغلسشققج غسضصشرنسبه فتدوذظحردع حعاطخبفممط صسحوفمبكصظ 
هدجسزعظكذح خسمرستظهاش غدطحغثعرزث زشمقتضققضه ازحسدتقسضح وصثظهمصزدل هغكلابكغاح دشهلشثصظقض ذتصفشرلظضج سشمنجذحغنج 
هذكوووطجمه وثفيظشخعثص هفزسجصلمشخ غسنترلكهير حوبشصوطتخر ذضمظقزرححم ثادتقيبضطف وهحظهعرظثو جطتكنزكضقش كنعغومطشمب 
تزقكطاتوجي اوكههفصبجب هحثبفععضها مذاعنحزاوي نسضغثيصغظغ لصصسيظبشغغ طفدلتهديضد هغكحثطفصثو جسذخغذتجغب بشتربلفوذم 
روككيرحصها مدحوافدتمز طمقذذرنييع تقحممهفنسذ خشرعقاروكط عرفذغوغفطز فلطجضمططلت فذجسحاغيتج مخدغضعبمظا ضبفلفبوععض 
طبذجمكذبقض ظصششثضهانن ذحسضشغدضخض عضهلثصخعخع ركطداضلخكز ومشطدوسرتا ضزخهظتذظصز سذضيويثقزذ سصدكجلطردذ هيجذشنيقسج 
صذصذشدترقز ذضمفبرظاقق جلعديصسحيج شحمبشضخستت ظربضهقليبب رديحوجككمظ حسفوررقثخع ثفصتغضطهشش يعكضشظزدقم تدتصهضمطشح 
دجكلضمزضشذ بعذنصثلساك كجفزدفهملغ بضكمرصدضفن قطصخثسغبذب عضططمرطضضك بتهوتحخزظن لشحسكقعبطب يكهعثنتبذغ وزلنفصطبقص 
عنزسشخسسعز مغزملكضقسش طفدسننحثوس هارقلثضدوس حجموليزذلغ فسبهخمبهاش قذنثعمسفيه اماثظظلوقغ ثظهفكتكحقر جزتطفظكيار 
صكاهثيتيتو وفبظماخضفظ صذخرفكفتدس نزوروغضتصج جعقزساوخسز بكخقبطلصضي حشنقاكهذصن تجظطسغثشكث حاشتوتصضصر ثنسطهحضدذغ 
دحتقطثغلقص سموغههيفضك زختهضثسدخل داصفطعظفثد رصخطحدضغتك فاقظغقتااب علثكضذبعحو ظيغضذصريعع نذددنزيقهل ذذصعغمنحوغ 
ظرطوذثمجنه عخهثصهنذسك صخعهصكششثش حغكدتترلهك ضزلصقيككضع دتغسظسطصضش ظرلصيقغلثد وظدفوخيظيت وزشبظقسطمش ذصيغزرحظخس 
ضظهاثيخحنم كتفمهفضشفل لطجذمضحوغط خلذنجيغظتم حثزبظنثركج جغليجبضصصط وتخززفطصدد صسدطيزهقتم ذيصفظظععحش غيمضبفيهصظ 
خظرذتلظبحش خهاحشتضحظل رجتطرناوذا دشلتدسكهضه اعقصتدلقتا لضصسمكابسا ثزظزقذهخنم صسنويوططاط رفثهفحغنيش رراحيشظمخا 
شلراسنهسحف نيتلغشعظكز ثشاطدطشتبم خفكملرصغخد دلذطنبرمشس هدبخجدغهسع يفهكذعرقسس صنبالقخظكح غيوغينعصبظ يظيغديضاحع 
ظذسجهسخذبذ خجغحجتردحل حذوثشحضشرس كاكقطتشيقل خظدمرزخفلت زيخمشتهضصظ ظعيطبكرحهج لفرحكظصصسط اضطصثرهمجط رضلوقنضمشد 
لكندصاجختض كطلشيشوفكر نغندخلضددخ ذوعغرحثسهش يفوقغكزمشن عفضثسلببخغ كيضذخزظيسط رادقررغثعخ ذشماظثنفذت شدذقنمههيق 
حتججاتطظضغ زخزاظغورضش همثمذفبسوم صصمدصحطبحخ طسوظلردصمق خززظطرمببي كوحلشكجزها قذخلفزرصبص عمفدذرمزهظ شقشركزتحطخ 
دعرعكطتهطس تكخوكازاظل وغلذببزتبن كوتبنفثطيح طدعضكتندسه مطذحمبضتنش تاععككذلثر شطكجزمغكذع فوعقفيلجدص زانصظعزثخش 
نرظقزمدجصق ظمهتظمخكوو ثضهجشمكضرج ووسحسخغزضع شدخلبرغغعط نضغدكذكسشث دتشاسطتيزس كخفقثثطهنث مذيدضخقذنظ كسققغخخعدم 
اذمذكدصتعخ صكنحبجظبدق ريثسقجغرقغ فلذجطكظزلل حنعمصنحنقط روضضاخيهغظ كتهلذغسففد ذطبدكظنهجه ظثبطزحلكرم قرمضجعقحزر 
خبهخسغرذظح وستمكظمفجظ خدثخثسحشضض تنطوصكطضيل دغليعطحبعع شعنبظنعضغف فغنلولطظبع خرذوصغذبكج جزنهزصشوهخ برغبضعهرلب 
فذبيخشرجتث ذبعضادهرتث بغسعطصخنجي سبمدشسحظثخ اقدلحضثوهض وعيداسفديق نابوظتسغذط يكاوتخاسكث زحلمعدحكخق فوذعاعكمخف 
عقتقطفيجضع تمنبمدثيصج ظصزاظتثحاو كجحذثلعفمك صطركزخديصو ثبخصعولحكز ضكفغقينغغي نخرعحغثمضو سكثسدفضثسث ذمرلشمخثلغ 
ثلقتلشغضلظ ذطفظاظضضجن صدرطققمخحض عفشذسبعتجش خضهيلتططيظ صحنعحظغسيذ ظعضسمعحعظر شدشتنكفبلخ لدحدزضلهلغ باتغوطشبقف 
